,id,denv,ev,hav,hcv,rv,wang_229E,wang_OC43,wang_SARS_COV2,sch_229E,sch_OC43,sch_SARS_COV2_33C,sch_SARS_COV2_37C
172,ACPT,-5.9019,-4.437,0.049776,0.66738,0.74189,0.057632,0.080253,0.20615,-0.0050572,-1.1653,-0.18802,0.12808
173,ACR,-4.3064,-2.0794,-0.59181,0.93212,0.04836,-0.35935,-1.024,-0.81345,-1.2142,-0.13355,0.096345,0.36796
174,ACRBP,-4.0942,-4.2967,0.022208,0.49712,0.95811,-0.35866,0.37965,-0.13452,-0.51334,0.17526,-0.055158,0.14696
175,ACRC,-4.7864,-5.6171,-0.31587,0.12928,0.72672,0.023293,-0.25658,-0.14719,-1.1435,-0.33884,-0.318,-0.56083
176,ACRV1,-5.057,-5.8663,-0.10581,0.60878,0.20545,-0.090492,-0.1442,-0.61974,1.396,-0.32237,-0.054249,0.042384
177,ACSBG1,-5.2541,-5.7683,0.062009,-0.28179,-0.030888,0.27226,-0.74656,-0.65114,-0.7348,-0.67501,0.053634,-0.34791
178,ACSBG2,-5.3483,-4.8917,-0.1473,-0.50944,-0.99585,-0.1593,0.17178,-2.0466,-1.711,-0.18623,0.21593,0.41064
179,ACSF2,-5.5108,-3.5867,-0.22577,0.69971,0.035375,-0.74558,-0.62809,-0.059977,-0.18615,-0.16214,-0.050688,-0.17836
180,ACSF3,-5.001,-4.2226,0.34061,-0.041959,-0.9109,-0.22245,0.095652,0.28494,-1.453,-0.75308,-0.59602,-0.49229
181,ACSL1,-3.7332,-4.2819,0.23735,1.0778,0.37794,0.18362,-0.28111,0.35675,-0.97398,-0.70635,-0.15261,-0.32682
182,ACSL3,-4.3231,-5.4262,-0.045048,0.52891,0.16138,-0.23963,-0.64111,-0.46941,-6.4218,-0.81599,0.53464,0.48289
183,ACSL4,-5.4049,-4.6227,0.011738,0.10553,-0.18121,-0.28707,0.1136,0.14084,0.1139,1.0221,0.44706,1.0458
184,ACSL5,-4.6664,-4.827,-0.07028,0.86811,-1.1113,-0.89511,-0.47942,-0.098189,-0.35051,-0.97402,-0.35892,-0.32557
185,ACSL6,-4.1568,-4.3881,0.0836,-0.15801,-1.0961,0.014823,-0.09039,-0.2676,-1.5101,-0.50747,0.17634,0.28963
186,ACSM1,-5.1343,-4.5066,-0.48172,0.072853,-0.57761,-0.55287,-0.56228,-1.2993,0.25189,0.07501,-0.3024,-0.13264
187,ACSM2A,-5.9605,-5.7076,-0.47627,-0.48213,-1.2568,-0.38745,-0.53311,0.54542,-4.4722,-0.86122,-0.3203,-0.014552
188,ACSM2B,-5.6814,-4.64,-0.23064,0.54267,0.22461,0.095403,-0.46016,-0.52687,-2.801,-0.0047473,-0.16212,-0.44241
189,ACSM3,-5.0511,-4.0463,-0.27262,-0.052778,1.067,-0.11099,-0.023763,-0.93424,-3.6051,-0.048377,0.0085062,-0.24242
190,ACSM4,-6.3863,-5.6306,-0.20247,0.63296,-0.28325,0.18728,-0.1109,-0.6308,-1.6172,-0.73007,-0.17499,-0.1477
191,ACSM5,-3.3468,-3.2163,0.27482,0.55067,-1.9566,-0.29399,0.052511,-0.75775,-0.20654,-0.021746,-0.22395,-0.67315
192,ACSS1,-5.9288,-4.9311,-0.15742,-0.056886,0.67769,-0.14154,-0.42978,0.068306,-3.4835,-0.80365,-0.32682,0.0036105
193,ACSS2,-5.4735,-4.4172,-0.21726,-0.41453,-0.59229,-0.21127,-0.39366,-0.62111,0.27097,-0.43438,0.06462,-0.10228
194,ACSS3,-4.3121,-4.166,-0.15149,-0.88124,-0.49128,-0.074531,-0.24981,-2.1873,-7.0879,-0.56567,-0.27852,-0.30956
195,ACTA1,-3.9251,-4.3888,-0.14704,0.24929,0.088245,-0.3052,0.34381,-0.5561,-4.3849,-0.40668,-0.026806,0.26728
196,ACTA2,-3.1655,-4.3829,-0.041936,0.6554,-0.5817,0.15463,-0.21088,-0.84727,-3.7588,-0.52465,-0.18442,-0.34562
197,ACTB,-4.725,-3.2561,-0.25304,-0.4692,-1.5137,-1.1042,-1.8314,-0.26999,-3.6413,1.2787,1.4663,1.1369
198,ACTBL2,-4.3179,-5.2859,-0.16806,0.34628,-0.31545,0.065373,-0.040568,-0.36475,-0.70812,-0.24101,0.18758,0.054351
199,ACTC1,-4.8707,-5.3314,0.073068,-0.30074,-0.25701,0.12272,-0.11446,-0.7097,-0.79635,-0.4049,-0.13377,-0.065231
200,ACTG1,-6.1666,-3.7834,-0.71132,0.16778,-2.0915,-0.67837,-0.024228,-1.2347,-5.8149,-0.39512,0.6718,0.28166
201,ACTG2,-4.7529,-3.6575,-0.84211,-0.62313,-0.78817,-0.11603,-0.90876,-1.1237,0.48253,-0.29598,0.27063,0.34783
202,ACTL10,-4.5483,-3.9006,0.22278,0.41212,-0.54452,-0.18155,-0.30043,-1.3712,-4.1832,0.39405,-0.31445,0.19259
203,ACTL6A,-5.5779,-5.7179,-0.48819,-0.87776,-0.49279,-0.7916,0.071531,-0.43494,-4.3061,1.4389,0.74958,1.1456
204,ACTL6B,-5.1226,-4.5985,-0.10951,0.81257,-3.881,-0.43428,-0.32118,-1.1645,-0.85392,-0.47533,0.066838,-0.11207
205,ACTL7A,-4.8217,-5.1736,0.025986,0.50442,0.036375,-0.38126,0.38579,-0.23842,-0.36781,-0.4055,-0.020695,0.026339
206,ACTL7B,-5.7117,-4.9621,-0.2839,0.87426,-0.14056,-0.3631,0.13351,0.41925,-0.92161,0.16304,0.12473,-0.27965
207,ACTL8,-3.0775,-3.4523,-0.052217,0.25618,-1.0422,0.2409,-0.64656,-0.4277,-0.29441,0.31513,-0.10249,-0.24279
208,ACTL9,-4.2082,-3.8735,-0.2753,0.0029718,-1.7542,-0.46572,-0.11886,-1.2249,-3.2177,-0.65515,-0.022883,-0.95283
209,ACTN1,-5.8691,-4.8981,-0.20704,0.25425,-0.49708,-0.29474,-0.62181,-0.44403,-3.7037,-0.85912,0.0059397,-0.37401
210,ACTN2,-4.5482,-4.0718,-0.051602,0.72198,-0.03778,0.62351,-0.27522,0.082645,-4.2153,-1.3315,-0.18995,-0.083399
211,ACTN4,-4.1668,-3.8602,0.023745,0.81291,0.35344,-0.27132,0.10891,0.15697,-3.4067,-0.061762,0.16251,0.15058
212,ACTR10,-3.836,-4.3176,-0.10989,-0.45008,-1.4422,-1.1423,0.45971,-1.5636,-2.9017,-1.8526,0.26657,-0.53219
213,ACTR1A,-6.0948,-5.484,-0.043426,-0.62184,-2.2651,-0.087954,-0.9045,-0.76181,-4.8272,-0.54504,0.60002,0.098566
214,ACTR1B,-4.6321,-3.7027,-0.16189,0.38047,-0.63929,-0.23678,-0.91313,-1.5348,-6.9911,-0.6237,-0.057271,0.25043
215,ACTR2,-5.1735,-4.2494,-0.78127,-0.35667,0.66099,-0.41838,-0.45848,-0.083487,-4.1844,0.29396,1.216,0.78653
216,ACTR3,-5.6229,-5.5865,-0.7505,-0.34056,-0.44636,-0.69971,-0.6802,-1.6274,-4.7545,0.41321,0.65687,-0.045932
217,ACTR3B,-7.4007,-5.5773,0.18624,0.51139,-0.057322,-0.14866,-0.48637,-0.60514,-1.7363,-0.53893,-0.35377,-0.37943
218,ACTR3C,-5.0789,-3.5733,-0.47868,0.33264,-1.4517,-0.57774,-0.73154,-0.34647,0.49867,-0.82227,-0.10792,-0.089987
219,ACTR5,-6.3282,-5.9135,-0.069216,0.1787,-0.34417,-0.39097,-0.50225,-1.4962,-2.0502,0.8707,1.8322,1.9199
220,ACTR6,-5.4456,-5.0612,-0.89691,-1.4207,-0.93085,-0.20841,-0.76424,-1.1223,-3.4242,0.53217,-0.10508,-0.51524
221,ACTR8,-5.4187,-4.8694,1.0346,-0.61439,-0.18189,-1.0197,-1.3114,-0.29049,0.43998,0.68947,1.3804,0.56596
222,ACTRT1,-6.3349,-5.3552,0.06865,0.70104,0.51499,0.046241,-0.093207,-0.34757,-1.168,-0.82992,-0.57007,-0.8453
223,ACTRT2,-5.2021,-3.831,-0.62679,-0.20701,-1.658,-0.5539,-0.68714,0.48181,-3.6524,-0.019761,-0.060365,0.54624
224,ACTRT3,-5.2499,-4.5189,0.25803,-0.0025403,-1.232,-0.22795,-0.094017,0.036462,-3.3064,0.026634,-0.079123,0.2286
225,ACVR1,-4.8571,-4.3961,0.2776,-0.43352,0.47328,-0.068898,-0.04799,-0.3657,0.18581,0.57369,0.32961,0.60442
226,ACVR1B,-4.6033,-5.6916,-0.23557,-0.37342,0.22972,0.090938,-0.27293,-1.0987,-0.81577,-0.16326,-0.4123,-0.90912
227,ACVR1C,-5.5871,-5.0221,-0.16397,0.26736,0.34146,-0.1512,-0.60649,-0.33468,-6.6496,-0.069753,0.01864,0.51659
228,ACVR2A,-4.5957,-4.2074,-0.40998,0.78674,0.62258,0.61246,0.28447,0.077176,-4.602,-0.32012,-0.14358,-0.31966
229,ACVR2B,-3.5207,-4.9552,-0.85711,0.53414,-1.643,-0.26154,-0.88489,0.16409,0.40866,-0.011113,0.58959,-0.19496
230,ACVRL1,-5.5316,-5.708,-0.07449,-0.62269,-0.9227,0.065463,-0.3927,-0.73505,-4.0762,-1.0388,-0.36686,-0.19693
231,ACY1,-5.5605,-4.0964,-0.53948,-0.29197,-0.045593,-0.60942,-0.63533,-0.66484,-1.6405,-0.20215,-0.19404,-0.35201
232,ACY3,-4.8804,-3.6238,-0.33531,-0.11446,-0.36002,-0.95025,-0.50369,-0.96656,-1.634,-0.55955,0.21693,0.49491
233,ACYP1,-6.2743,-5.6171,-0.40269,-0.0011721,-1.1074,-0.38575,-0.083764,-0.33167,-2.5798,-0.46404,0.19926,-0.072179
234,ACYP2,-4.5457,-4.2967,-0.37687,0.22502,0.57677,-0.34436,-0.54172,-0.41538,-7.4087,0.11402,-0.069451,-0.025666
235,ADA,-5.4456,-4.3947,-0.11825,-0.31007,0.18187,-0.10121,0.13578,-0.61192,-0.082069,0.58953,0.07774,0.14018
236,ADAD1,-5.3709,-6.1238,0.00093853,0.39566,0.11847,-0.26662,-0.32838,0.55365,0.57903,-0.29041,-0.17077,0.18618
237,ADAD2,-4.772,-4.8252,-0.091094,0.61326,-0.23789,0.022718,-0.60755,-0.45741,1.2006,-0.65517,-0.64735,-0.45271
238,ADAL,-4.4381,-4.8604,-0.041115,0.42421,0.4484,-0.46209,-0.51728,-1.5273,-0.38057,0.050682,0.23021,0.14436
239,ADAM10,-4.572,-4.2695,-0.31222,0.49584,-0.051331,-0.088302,0.078881,-0.12893,-1.1213,-0.95827,-0.2017,0.31517
240,ADAM11,-4.9188,-4.9079,-0.59244,-0.22936,0.44303,-0.6332,-0.30273,-0.4353,-0.1125,0.71641,0.14838,-0.10166
241,ADAM12,-3.9106,-5.5512,-0.19621,0.88302,-0.67668,0.21067,-0.062497,-0.32851,-2.0185,-0.32739,-0.51152,-0.87172
242,ADAM15,-4.9932,-3.9378,0.14233,0.46435,0.010838,-0.5172,-0.63911,-0.56555,-0.84356,-0.40283,-0.1229,0.029043
243,ADAM17,-4.7319,-4.6105,-0.50576,0.60786,-1.1556,-0.12938,-0.11412,-0.28202,-1.1637,-1.0155,0.17095,-0.076246
244,ADAM18,-4.1076,-4.8645,0.21402,-0.25108,-0.092055,0.4225,-0.12034,0.076588,-7.2746,-0.30129,0.12571,-0.44782
245,ADAM19,-4.006,-4.8258,-0.39213,0.35712,-0.25191,-0.38154,0.67208,-0.67812,0.25009,-0.22538,-0.12473,-0.053353
246,ADAM2,-5.2168,-4.0551,-0.087468,-0.61897,0.019798,-0.022911,0.20054,-1.2445,-0.95329,0.021646,0.30967,-0.41368
247,ADAM20,-3.8159,-4.4633,0.16666,0.18989,-0.063915,0.10162,-0.019988,-0.481,-0.14219,-0.38621,-0.28954,0.0413
248,ADAM21,-5.1113,-4.8195,-0.44787,0.14121,-0.69167,-0.42573,-0.21084,-0.8765,-1.7675,-0.76928,-0.11193,-0.20078
249,ADAM22,-5.4595,-4.8971,-0.14602,0.60336,-0.40586,-0.35316,-0.229,-0.33116,0.63303,-0.8358,0.18662,-0.038748
250,ADAM23,-5.0824,-5.1084,0.46377,0.21536,-1.7668,-0.42654,-0.63712,-0.57229,1.1258,-0.022741,0.32215,0.46131
251,ADAM28,-6.2056,-4.5181,-0.0722,1.0218,-0.3353,-0.31919,0.22194,-0.47896,-0.89914,0.08024,-0.10934,0.28975
252,ADAM29,-4.7752,-5.0762,-0.094678,0.72702,0.63019,-0.5451,0.44266,-0.033674,-0.77392,-0.073967,-0.3498,-0.10474
253,ADAM30,-6.2064,-4.8964,-0.072779,0.3954,-0.69798,-0.10583,-0.026653,-0.49844,-5.9719,0.10314,-0.15779,0.013413
254,ADAM32,-4.539,-5.5918,-0.12856,0.37233,-0.54127,-0.63525,-0.20784,-0.089952,-2.6868,-0.29252,-0.021383,0.3492
255,ADAM33,-4.8723,-5.5974,-0.30754,-0.24111,-0.1818,-0.19412,-0.41643,-0.096403,-5.574,-0.802,0.38372,-0.39753
256,ADAM7,-5.2571,-5.1886,0.085818,-0.026811,-3.349,-0.33459,0.77579,-0.53551,-0.85834,0.77099,-0.6217,-0.22383
257,ADAM8,-5.0522,-4.4397,-0.2158,0.021635,-0.31997,-0.36022,-0.25479,0.32639,-3.9476,-0.10879,-0.28517,0.022869
258,ADAM9,-5.157,-3.0334,-0.24996,0.10545,-1.8339,-0.1848,-0.22424,-0.45431,-3.3971,-0.96261,-0.16911,0.19091
259,ADAMDEC1,-3.9711,-5.4903,-0.54055,0.88491,0.33696,0.11042,-0.39819,0.23595,-7.8128,-0.5255,-0.15733,-0.14917
260,ADAMTS1,-5.2168,-2.5365,-0.086443,-0.44618,0.29033,-0.045786,-0.55514,-0.50864,0.014383,-0.12228,-0.21658,0.0085428
261,ADAMTS10,-5.7833,-2.7827,-0.15695,0.59264,0.55964,-0.5436,-0.15732,-0.63419,-1.5084,-0.99371,0.17122,0.24093
262,ADAMTS12,-5.274,-5.4271,-0.061648,0.021419,-1.931,0.17135,-0.23705,-0.64708,0.68747,-0.42761,0.60921,0.55215
263,ADAMTS13,-5.9109,-5.0456,-0.052469,0.14367,-0.82624,0.09246,-0.2552,-0.39567,-2.9951,-0.24817,0.11612,0.2187
264,ADAMTS14,-5.5808,-4.1949,0.19758,1.3275,1.0138,-0.49798,-0.67919,-0.50509,-7.4634,-0.99354,0.065158,-0.29375
265,ADAMTS15,-3.7932,-4.1154,-0.23636,-0.86069,-1.5975,0.052197,-0.48831,-1.249,-1.0577,-0.12236,-0.29834,-0.018026
266,ADAMTS16,-4.9932,-4.6998,0.033284,-0.10165,-3.913,-0.30199,-0.43277,-0.53093,0.27381,-0.46851,0.47438,0.17954
267,ADAMTS17,-4.4167,-4.3481,-0.19787,-0.47327,-0.76568,0.036028,-0.81997,-1.7421,-3.413,-0.49166,0.095191,0.056291
268,ADAMTS18,-3.5809,-2.938,-0.19602,-0.021351,-1.6559,-0.18609,-0.30241,-0.37955,-1.3299,-0.72889,0.11588,0.12204
269,ADAMTS19,-4.5038,-4.5779,0.04991,0.385,0.25416,0.4927,-0.14527,0.10505,-2.0732,-0.70483,-0.37298,0.14812
270,ADAMTS2,-5.3798,-5.2241,-0.25676,0.12272,0.70591,0.49804,0.034735,-0.45638,0.24957,-0.30336,0.0070666,0.17904
271,ADAMTS20,-4.4447,-1.9075,-0.34703,0.51423,-0.50746,-0.0062692,-0.021334,-0.42229,-0.60492,-0.13008,-0.0015388,-0.87873
272,ADAMTS3,-5.2315,-5.9276,0.1307,0.043538,-0.3424,0.046315,0.11144,0.22875,-3.5605,0.1384,-0.39372,-0.33833
273,ADAMTS4,-5.1946,-4.6587,-0.46902,0.081177,-0.24818,-0.10266,-0.35288,0.35671,-4.4331,-0.033061,0.20491,0.21459
274,ADAMTS5,-4.7671,-5.234,-0.045998,0.01635,-1.2819,0.20157,-0.77376,-0.10732,-0.03611,-0.65152,-0.36307,-0.096691
275,ADAMTS6,-4.4593,-4.2745,-0.0152,0.18417,-0.16715,-0.12088,-0.35317,-1.7615,-3.4598,-0.83623,0.14223,-0.17688
276,ADAMTS7,-4.1536,-3.8436,-0.43223,-0.99604,-0.38438,-0.26755,-0.47311,-1.5631,-4.1009,-0.1413,-0.21689,0.11782
277,ADAMTS8,-4.779,-4.6599,-0.27385,0.83952,-2.6884,0.20749,-0.3719,0.31417,-1.1707,-0.68405,-0.17151,-0.18341
278,ADAMTS9,-4.5483,-5.3712,-0.17166,0.45705,0.44827,0.24695,0.51427,0.12793,-2.2338,-0.46266,-0.23827,-0.16511
279,ADAMTSL1,-4.6629,-4.2916,-0.19784,0.66487,-0.16184,-0.17627,-0.46637,-0.10302,-6.6802,-0.038259,0.43953,0.42383
280,ADAMTSL2,-4.4408,-4.697,-0.31397,0.34388,-1.4395,-0.26857,-0.61037,-0.35414,-0.51782,0.41451,0.75418,0.13661
281,ADAMTSL3,-3.5696,-4.2245,-0.47935,0.5964,-1.437,-0.52277,-0.75054,-0.78763,-6.5815,-0.68806,-0.39654,-0.039019
282,ADAMTSL4,-4.7626,-3.4496,-0.49592,0.081777,0.98881,-0.72494,-0.86996,-0.30478,-0.71351,0.36266,0.20463,0.36384
283,ADAMTSL5,-5.4747,-4.7392,-0.21929,0.60766,-1.5124,-0.14618,0.19844,-0.54974,-1.1717,-0.75407,-0.019619,0.084594
284,ADAP1,-4.2689,-3.1058,-0.28224,-0.042585,-0.11438,-0.62523,0.13814,-0.26575,1.1453,-0.66438,0.68334,0.52778
285,ADAP2,-4.7539,-4.986,-0.36472,-0.69973,0.92009,-0.40802,-0.70203,-0.19,-0.20285,-0.040451,-0.188,0.05598
286,ADAR,-6.1159,-4.4462,-0.31383,0.48581,-0.14047,-0.86908,-0.61735,0.23796,-0.42227,-0.36051,0.33652,0.24912
287,ADARB1,-4.7003,-2.9891,0.089493,0.6989,-0.91208,-0.23348,-0.4721,-0.4198,-0.23094,-0.30101,0.11408,0.30748
288,ADARB2,-4.2473,-4.65,0.29169,0.87733,-0.53643,-0.37702,0.28638,0.69955,-0.87239,-0.27312,-0.21206,-0.44514
289,ADAT1,-5.1472,-4.0798,0.10006,-0.3137,-0.57734,-0.39733,0.40267,-0.056215,-0.43647,0.17267,-0.38748,-0.46184
290,ADAT2,-4.6892,-4.3892,-0.13243,-0.41173,-0.37611,-0.56936,-0.34299,-0.30436,0.93004,0.74279,1.2293,-0.085493
291,ADAT3,-5.6835,-4.2503,0.044525,-0.82614,-2.2978,-0.36094,-0.47066,-0.7031,0.20893,0.53785,1.5194,0.83744
292,ADCK1,-5.6284,-5.2883,-0.07876,-0.1461,-0.49673,-0.10081,-0.33248,-0.18268,-1.175,-0.18756,-0.47757,-0.30782
293,ADCK2,-4.0784,-5.0983,-0.3807,-0.52279,-0.30707,0.18065,-0.25958,0.049434,-5.0793,-0.31257,0.055986,-0.0030281
294,ADCK3,-4.459,-4.0254,-0.29667,-0.30789,-1.8864,-0.48343,0.028302,0.32062,-0.2389,-0.87703,-0.18082,0.087072
295,ADCK4,-4.5923,-2.8491,0.0606,-0.057729,-0.73542,0.039179,-0.67194,-0.63549,-4.718,-0.47421,-0.16975,-0.4432
296,ADCK5,-5.4067,-4.6722,-0.14246,-0.50145,-1.9448,-0.013599,-0.37061,-1.0087,-1.8311,-0.64328,0.047941,0.17798
297,ADCY1,-5.2683,-5.0822,-0.02266,-0.070986,0.19692,-0.53548,-0.099777,-0.29307,-4.1504,-0.063043,0.42795,0.029858
298,ADCY10,-5.2451,-5.3816,-0.56252,0.36414,-0.29587,-0.31818,0.31924,-0.55826,0.23578,-0.22569,-0.1753,-0.18437
299,ADCY2,-4.8244,-5.1288,-0.029302,0.46442,-2.8277,-0.55257,0.025335,-0.18663,0.087975,-0.6463,-0.14901,0.032279
300,ADCY3,-4.466,-3.3169,-0.36284,0.40217,1.1726,0.078155,-0.36191,-0.40668,-0.18887,-1.6357,-0.30501,-0.40572
301,ADCY4,-3.687,-2.198,-0.0082745,-0.15256,-0.94099,-0.64096,0.072368,-0.543,-2.3235,-1.4433,0.18502,-0.23796
302,ADCY5,-5.0207,-3.6648,-0.2809,0.1929,-0.3417,0.026464,-0.36177,-0.44229,-2.3636,0.12362,-0.18725,-0.1575
303,ADCY6,-5.0478,-4.4689,-0.016641,0.89235,0.16259,-0.089489,-0.30692,-1.2333,-1.3217,-0.33118,-0.27602,0.15557
304,ADCY7,-4.9161,-4.717,-0.061737,-0.53563,-0.61184,-0.35773,-0.12605,-0.28109,-7.2105,-0.46203,-0.046022,0.092847
305,ADCY8,-5.404,-4.7437,0.18929,0.25942,-2.0377,0.064061,-0.096464,-0.40776,-0.093648,0.14183,-0.56491,-0.46913
306,ADCY9,-5.1922,-5.6166,-0.17055,0.30233,-0.012602,-0.15371,-0.24024,-0.54129,-0.40103,-0.42457,0.11233,-0.11219
307,ADCYAP1,-4.5603,-4.9402,-0.651,-0.41487,-1.0028,-0.14363,-0.40992,0.0062393,-2.1978,-0.7577,0.42827,-0.29892
308,ADCYAP1R1,-5.0803,-3.7112,-0.13711,0.19785,-1.9647,-0.2649,-0.36599,-0.67363,-0.30669,-1.0207,-0.32197,-0.37448
309,ADD1,-5.8478,-5.2802,-0.32625,0.39652,-0.33098,0.48805,-0.3913,-0.30488,-0.2522,-0.953,-0.1553,-0.025976
310,ADD2,-5.3502,-4.7535,-0.26675,-0.73045,0.032096,0.72933,-0.26647,-0.3021,-1.1952,-0.6875,0.1036,-0.14307
311,ADD3,-6.5002,-5.5153,-0.16866,0.64454,0.62031,0.16483,0.0072474,-0.32812,-0.097665,-0.7608,-0.13392,-0.305
312,ADH1A,-4.3886,-5.4201,0.086729,0.44657,-1.4045,-0.24449,-0.68482,0.14712,0.12178,-0.72455,0.15853,-0.11727
313,ADH1B,-5.6819,-5.8425,0.19894,0.38191,0.15567,0.48942,-0.1926,-0.54507,-4.2283,0.23541,-0.22542,0.16032
314,ADH4,-4.1096,-3.5697,-0.084501,0.41046,0.10425,-0.51764,-0.069671,0.11855,1.5213,-0.021885,0.30698,0.08288
315,ADH5,-5.7419,-1.6054,-0.01996,-0.51033,-0.34189,0.65389,-0.29423,0.048739,0.7662,-0.68437,0.55532,0.077113
316,ADH6,-4.4432,-4.0947,0.08256,-0.25824,-0.35043,-0.41056,-0.49047,0.041006,-1.6256,-0.024611,-0.048901,-0.14656
317,ADH7,-5.1018,-3.9439,0.18694,0.047228,0.16765,0.89647,0.01836,-0.38524,-1.0377,-1.0313,-0.40278,-0.28929
318,ADHFE1,-3.3326,-3.2561,0.053516,-0.080885,-1.9645,-0.63316,-0.65513,-0.25175,-4.5179,-0.59198,0.2278,0.23979
319,ADI1,-5.078,-5.0941,0.12573,0.21137,-0.59094,-0.23206,-0.14997,-0.56908,-3.4737,-0.39829,0.039406,-0.16104
320,ADIG,-4.6026,-3.1011,-0.23605,0.21835,0.019004,-0.33465,-0.41671,0.61352,-2.0915,-0.46732,0.098585,0.028615
321,ADIPOQ,-5.9353,-3.9233,0.19232,-0.44525,-0.52936,-0.63566,0.13508,0.092911,1.1412,-0.87933,-0.020888,0.052214
322,ADIPOR1,-5.1294,-4.5462,0.061488,0.30946,-0.45473,0.065549,-0.3989,-0.63357,-0.71152,0.18683,0.0030637,0.28781
323,ADIPOR2,-4.9047,-4.8055,-0.088471,-0.026092,-0.32076,0.28652,0.0036287,-1.4975,0.76181,-0.20979,-0.24039,-0.30369
324,ADIRF,-4.5246,-4.4196,0.29565,-0.38112,-1.459,-0.91531,0.39294,-0.9112,-6.2903,-0.34278,0.1652,-0.16141
325,ADK,-5.2432,-3.856,-0.38221,-0.37543,-0.047752,0.1179,-0.54188,-0.32759,-0.85261,-0.92118,-0.078891,0.059167
326,ADM,-5.8729,-4.4147,0.062154,0.36729,-0.46626,-0.11674,-0.02082,-0.37213,-4.6264,-0.24885,-0.13195,0.11723
327,ADM2,-3.1659,-3.2012,-0.16994,-2.0648,-2.0616,-0.79157,-1.195,-0.96061,-1.4871,-0.65441,0.23387,0.69865
328,ADM5,-5.6871,-4.3481,-0.092387,-0.14953,0.38756,-0.73757,-0.72609,-0.9803,-0.57888,-0.13215,-0.63907,-0.42109
329,ADNP,-4.3077,-4.6798,-0.3796,0.45705,-0.50129,0.47433,-0.04946,-0.30854,-4.2121,0.50952,-0.20489,-0.55832
330,ADNP2,-4.5902,-1.9466,-0.5544,-0.36019,-0.81366,-0.53541,0.040549,-0.26272,-6.826,-1.146,-0.41425,0.034071
331,ADO,-3.3826,-2.8095,-0.5826,-0.86573,0.47834,0.046731,-0.33877,0.18709,-6.3915,-0.038819,0.84164,0.97709
332,ADORA1,-5.2979,-5.576,-0.18316,1.035,-1.1129,0.035108,-0.051418,0.10522,0.46228,-0.18252,0.31629,0.59437
333,ADORA2A,-5.8121,-4.4802,-0.32941,0.62873,-0.5813,-0.48865,-0.18445,0.15262,-1.0238,-0.5343,0.078342,0.72658
334,ADORA2B,-4.968,-4.138,-0.0043241,-0.19003,-1.0416,0.1487,-0.90058,-1.1962,-0.90292,-0.38916,-0.39531,-0.098398
335,ADORA3,-5.5503,-4.5034,0.0090435,0.25689,-1.0036,0.12093,-0.75174,0.063503,-1.0469,-0.52011,-0.16868,-0.15347
336,ADPGK,-5.497,-4.0756,-0.31959,0.11251,-1.2992,-0.21873,-0.037118,-0.33292,-4.6464,-0.36288,-0.0064015,-0.42075
337,ADPRH,-4.6673,-3.2718,-0.24774,0.17278,-2.2745,-0.23951,0.20099,0.70774,-3.8608,-0.12132,-0.74059,-0.10502
338,ADPRHL1,-4.8948,-5.3363,-0.38061,-0.39943,0.56653,-0.84765,0.48518,-1.0202,-8.0922,0.072251,-0.21425,-0.36449
339,ADPRHL2,-3.9947,-4.7095,-0.068224,0.91978,-0.79353,-0.14944,-0.51751,0.45077,0.66978,-0.46816,0.14527,0.41524
340,ADPRM,-5.2203,-5.1722,0.088983,0.79352,-0.87642,-0.17971,-0.31444,-0.0080485,-4.0726,-0.36863,0.33972,0.10073
341,ADRA1A,-5.3768,-4.5802,-0.015169,-1.0407,0.4747,-0.13339,0.11137,-0.53836,-0.2953,-0.44955,-0.036193,-0.4016
342,ADRA1B,-5.5144,-4.9192,-0.23158,0.32327,0.28241,0.026694,-0.38026,-0.61017,-1.0958,0.58498,-0.51544,-0.25011
343,ADRA1D,-4.7921,-4.5465,-0.62105,0.21862,-0.011185,-0.40613,-0.33506,-0.68221,-2.8669,-0.58055,-0.022383,-0.16201
344,ADRA2A,-4.2629,-4.3747,0.18964,-0.018158,-0.57796,-0.27046,0.080192,-0.27661,0.61998,-0.077454,-0.29704,-0.15575
345,ADRA2B,-5.4603,-5.0302,-0.41783,-0.41554,0.46821,-0.31928,-0.62971,-1.3206,0.71485,-0.79048,0.17388,-0.2311
346,ADRA2C,-3.6313,-2.3429,0.039203,0.82245,-0.9941,-0.20886,-0.12399,-0.085481,-3.7556,-0.39228,-0.057804,0.44686
347,ADRB1,-5.3781,-3.2837,-0.23818,0.30977,-0.62887,0.030007,-0.28299,-0.26172,-0.63281,0.21895,0.34208,0.3208
348,ADRB2,-6.031,-4.117,-0.16,0.68539,-0.43028,-0.07276,0.41741,-1.277,-1.5086,-0.054057,-0.088708,-0.26061
349,ADRB3,-5.1686,-4.9581,0.0099678,0.05879,-0.44157,-0.30555,-0.60582,-0.32088,0.59488,0.063329,0.56957,0.25815
350,ADRBK1,-5.7588,-4.9079,0.079239,-1.9687,-1.7109,-0.46896,-1.5462,-2.3148,-4.7017,0.3148,0.30475,-0.36422
351,ADRBK2,-4.9427,-4.9517,-0.1983,0.53046,-3.1406,-0.43065,-0.20457,-1.0816,-0.3258,-0.33968,0.32437,0.10696
352,ADRM1,-4.9533,-4.9713,-0.092031,0.36145,-0.30384,0.1632,-0.26858,0.33413,-2.9697,-0.98974,-0.06696,0.094177
