,id,denv,ev,hav,hcv,rv,wang_229E,wang_OC43,wang_SARS_COV2,sch_229E,sch_OC43,sch_SARS_COV2_33C,sch_SARS_COV2_37C
16416,TNKS1BP1,-4.8595,-4.2648,-0.071778,0.68717,-1.0595,-0.29132,0.28145,-0.65362,0.36212,0.10895,0.2916,0.29905
16417,TNKS2,-4.6461,-1.8593,-0.13481,-0.11138,-1.6351,-0.23605,-0.058275,-0.97295,-0.23785,-0.97664,-0.56671,-0.52439
16418,TNMD,-5.9039,-5.4111,-0.096347,0.42616,-0.86754,-0.42928,-0.059466,-0.48508,-7.6305,-0.51072,-0.7851,-0.20735
16419,TNN,-5.5925,-3.7757,0.0040036,1.0107,1.268,-0.74728,-0.30693,-0.37853,0.67048,-0.47449,0.20203,0.3069
16420,TNNC1,-3.9803,-4.8123,-0.22374,0.011183,-3.3112,-0.53194,-0.55715,-0.26786,-3.303,-0.58537,0.00094165,-0.040956
16421,TNNC2,-5.2454,-4.7212,-0.031989,-0.41029,1.2673,-0.47144,-0.77372,-0.37033,0.027562,-0.13369,0.099789,-0.039877
16422,TNNI1,-4.6111,-4.8998,-0.22817,-0.22085,-0.7932,-0.15822,-0.83004,0.10234,-6.5691,-0.90391,-0.22,-0.059175
16423,TNNI2,-4.9908,-4.3829,0.18168,0.0088466,-1.3211,-0.62994,-0.16508,-1.9072,0.67532,0.12889,0.025835,-0.14192
16424,TNNI3,-4.799,-1.852,0.00054775,-0.047296,0.60944,-0.17613,-0.88948,-0.35922,-2.0533,-0.51055,-0.07429,0.11488
16425,TNNI3K,-4.9119,-4.6622,-0.25982,-0.41766,-1.3485,-0.11639,0.11052,0.2132,-4.5459,-0.1988,-0.10744,-0.12384
16426,TNNT1,-4.7149,-4.9429,-0.13096,0.91376,-0.42359,-0.19168,-0.27686,-0.037722,-1.4574,-0.87303,-0.037377,0.095392
16427,TNNT2,-4.5943,-4.4235,-0.3095,-0.45898,-0.31676,-0.34013,-0.54507,-0.12245,-0.96152,-0.89319,0.23833,0.22222
16428,TNNT3,-3.4328,-3.1058,-0.073188,0.54096,-1.6534,-0.10594,-0.51616,0.023067,-3.8003,-0.27229,-0.30699,0.16395
16429,TNP1,-4.8962,-4.8494,-0.10755,-0.26225,0.87189,-0.62927,-0.52351,-0.59054,-6.3631,-0.74554,0.30105,-0.4698
16430,TNP2,-4.5246,-5.1541,-0.32633,0.44495,-0.095031,-0.19886,-0.14663,-0.88373,-7.962,-0.33023,-0.096488,-0.1588
16431,TNPO1,-5.5925,-4.5075,-0.71764,0.80789,1.3807,0.24909,-0.0019198,-0.49844,1.1759,0.76423,1.3913,1.5715
16432,TNPO2,-5.2324,-4.9581,-0.38891,0.017645,-1.1293,-0.49467,-1.0279,-0.09867,-1.8536,0.18873,0.093318,-0.10439
16433,TNPO3,-5.6158,-2.0064,-0.46859,-0.8435,-2.3757,-0.36336,-0.74478,-0.13612,-4.7635,-0.33697,0.044187,-0.23113
16434,TNR,-4.5954,-3.3016,-0.36556,0.50869,-0.28508,0.022469,-0.21433,-0.35365,0.41329,-0.18262,0.34478,-0.258
16435,TNRC18,-4.8578,-4.2503,-0.17236,-1.0452,-0.46053,-0.83558,-1.07,-1.5154,-7.2706,-0.82862,0.23863,-0.0031986
16436,TNRC6A,-5.3289,-5.0756,-0.31121,-0.48784,-1.1112,0.029972,-0.44304,-0.27702,-3.4313,-0.11176,0.16573,-0.19562
16437,TNRC6B,-3.6502,-4.0471,-0.14954,-0.50808,1.2378,0.38864,0.025338,-0.42767,-1.1788,-0.90278,-0.17626,-0.093585
16438,TNRC6C,-4.8986,-4.9164,-0.3697,-0.25705,-1.7564,0.016506,-0.34201,-0.6044,0.16838,-0.40181,-0.21917,-0.28446
16439,TNS1,-5.5779,-4.0753,-0.2579,0.41188,-1.3344,0.045975,-0.15367,-1.2399,-4.3889,-0.73015,-0.05741,0.016822
16440,TNS3,-4.8365,-2.7635,0.0082071,0.27627,0.26119,-0.40173,-0.81112,-1.6096,-6.9174,-1.0627,0.40684,0.46934
16441,TNS4,-5.2896,-4.4616,-0.31327,-0.014371,-0.85912,-0.05541,-0.37254,-1.0787,-4.1765,-0.63479,-0.39981,-0.44997
16442,TNXB,-4.6321,-4.4397,-0.42181,0.35363,-0.60803,-0.13902,-0.56875,-1.0892,-6.3473,-0.64666,0.16367,0.15416
16443,TOB1,-5.2372,-5.5122,-0.030323,0.62369,-0.0065494,-0.27129,-0.2769,0.26482,-2.2303,-0.43888,-0.34148,-0.20141
16444,TOB2,-3.5937,-2.6865,-0.23228,-0.079312,0.39017,-0.3546,-0.34616,-0.75798,2.0501,-0.48259,1.2957,0.66073
16445,TOE1,-5.0918,-4.562,-1.7519,-1.6915,-2.8312,-0.72532,-1.1215,0.038858,1.2691,1.255,2.7932,2.8593
16446,TOLLIP,-5.2332,-4.5034,0.33045,0.31848,-1.102,0.7408,1.5735,0.21837,-4.0761,0.20765,0.50245,0.35624
16447,TOM1,-4.7385,-4.3623,0.0036954,0.63587,-4.027,0.95793,0.13869,0.88224,-0.3347,-0.52733,0.72843,1.6176
16448,TOM1L1,-3.5207,-4.6822,-0.26301,-0.26512,0.32813,-0.57505,-0.82627,-1.5135,-3.8509,-0.79606,-0.81192,-0.68337
16449,TOM1L2,-5.1635,-4.345,-0.41988,0.64348,-0.82697,-0.47408,-0.19009,-0.15255,0.3747,-0.3551,0.093623,0.11943
16450,TOMM20,-4.8714,-2.1823,0.1814,-2.4463,-2.1811,-1.6178,-2.5314,-0.85683,-1.6772,1.3242,1.8291,0.26219
16451,TOMM20L,-5.0516,-5.2118,-0.17338,-0.49438,-0.92511,-0.51068,-0.34591,-0.86413,0.601,0.32194,0.52084,0.30064
16452,TOMM22,-4.8895,-4.8558,-0.4353,-1.4324,-0.63677,-0.37264,-1.4075,-0.66988,-3.0063,0.014194,0.11192,0.3008
16453,TOMM34,-4.0339,-4.8076,-0.12226,0.36085,-2.5118,-0.10896,-0.52734,0.83126,-0.44256,-0.53471,-0.058757,0.82367
16454,TOMM40,-5.1085,-5.0361,0.36214,-1.1655,-0.8896,-0.71182,-1.3883,-1.1559,-5.9768,0.67116,0.7514,-0.84865
16455,TOMM40L,-5.1772,-5.0101,-0.046253,0.29813,0.36543,-0.72283,-0.29108,0.59045,0.40627,-0.89868,-0.37532,0.096691
16456,TOMM5,-4.8349,-3.532,0.022298,0.72627,-0.011683,-0.74115,-0.40733,0.28852,-5.2895,-0.073247,0.36095,0.3565
16457,TOMM6,-6.3361,-5.2003,0.32498,0.59866,0.20144,-0.27928,-0.87226,-0.064492,-3.3042,-0.59075,-0.17618,-0.066817
16458,TOMM7,-4.7695,-3.776,-0.16015,0.040772,-0.90942,-0.25073,-0.25117,-1.2504,0.13771,-0.045769,0.099873,0.5155
16459,TOMM70A,-6.8898,-4.1004,0.037741,-1.6504,0.26708,-0.20463,-2.1502,-1.603,-0.12958,1.5285,2.6295,-0.085858
16460,TONSL,-5.5843,-2.6709,-1.1167,-1.9604,-1.2409,-1.4383,-2.3124,-0.95474,-3.0032,-0.21406,-0.66082,-0.34567
16461,TOP1,-4.8211,-5.4509,-0.037559,0.10348,-0.83441,-0.097034,-0.15704,-0.74775,-5.5683,-0.47327,-0.45414,0.41653
16462,TOP1MT,-5.2979,-4.638,0.61055,-1.1904,-3.2744,-1.4116,-0.54188,-0.82479,-1.6822,-0.28782,0.048529,-0.45703
16463,TOP2A,-5.469,-3.7027,-0.31211,-0.86546,-2.8497,-0.97447,-1.6077,-1.5982,-3.2503,-0.12292,-2.4826,-1.6882
16464,TOP2B,-5.165,-5.1041,0.029527,0.5042,0.48344,-0.054703,-0.7022,-0.91296,-0.79248,0.58452,0.59298,-0.016226
16465,TOP3A,-4.6321,-3.7027,-0.27861,-0.36559,-0.43053,-0.32082,-0.76908,-0.76664,0.24461,0.51585,1.9157,0.27064
16466,TOP3B,-5.0791,-5.1146,-0.31497,0.34389,0.91306,-0.25329,-0.60891,-0.29467,-0.35963,-0.52273,0.18103,0.80059
16467,TOPAZ1,-5.469,-5.3726,0.42137,1.0187,-0.79911,0.23246,0.062367,-0.023435,0.68234,-0.1086,-0.0094921,-0.14147
16468,TOPBP1,-5.5543,-4.9164,-0.34675,-0.53885,-1.6913,-0.868,0.052778,-0.055455,0.14293,-0.61258,1.8202,0.54609
16469,TOPORS,-5.165,-4.9792,-0.40791,0.18422,0.82095,-0.23089,0.12745,-0.007352,-0.10267,-0.026078,0.28451,0.084136
16470,TOR1A,-6.0134,-4.4452,0.48378,0.81416,0.28851,0.028322,-0.26441,0.051374,-3.0119,-0.8961,0.067398,0.13212
16471,TOR1AIP1,-4.1123,-4.6042,-0.90016,0.20328,0.37084,-0.13669,-0.76109,-0.55766,-6.0192,-0.51053,0.14795,0.38982
16472,TOR1AIP2,-5.0218,-4.0706,-0.024841,0.43943,-1.4146,-0.57583,-0.45681,0.12018,-0.27735,-1.0791,0.1024,-0.019212
16473,TOR1B,-2.9998,-5.0173,-0.19365,0.53565,-2.0953,-0.73148,-0.42814,-1.4234,0.2673,0.26145,0.44766,-0.047231
16474,TOR2A,-4.4056,-4.7017,-0.12088,-0.41105,-2.1175,-0.27307,-0.89613,-1.0554,-1.7946,-0.39989,-0.31977,-0.11597
16475,TOR3A,-5.1541,-4.8412,-0.36603,1.4015,-1.4702,-0.73872,-0.52233,-0.092834,-7.2056,-0.78688,0.23439,0.50339
16476,TOR4A,-5.0296,-4.7887,-0.64082,0.11407,0.43851,-0.42741,-0.95703,0.0054964,-1.0377,-0.54739,-0.0908,-0.17411
16477,TOX,-5.0777,-5.1856,0.0032457,-0.77427,-1.1441,-0.36086,-0.18179,-0.41122,-0.48652,-0.75912,-0.30287,-0.11624
16478,TOX2,-4.4282,-4.5127,-0.34128,-0.57907,-0.2118,-0.17252,-0.71058,-0.1551,-0.48929,-0.10996,0.043265,0.15764
16479,TOX3,-5.0812,-2.6805,-0.040276,1.3005,-0.25375,0.14492,-0.37835,0.17213,-1.5537,-0.51054,0.015673,-0.05787
16480,TOX4,-5.3781,-4.0271,0.22551,0.82979,0.84753,-0.28954,-0.077982,-0.11989,-6.614,-1.0558,0.20504,0.04038
16481,TP53,-4.8336,-4.2891,-0.17919,-0.015272,-3.6743,-0.35771,-0.38339,-0.39346,-2.9867,-1.338,0.0015066,-0.029025
16482,TP53AIP1,-4.4798,-3.8302,-0.14484,-0.24338,0.12162,-0.078428,-0.7795,0.46018,0.22448,-0.32981,-0.13738,-0.38847
16483,TP53BP1,-5.5189,-3.2561,-0.49854,0.033613,0.17177,-0.22054,-0.56916,-0.40615,0.95667,-0.14303,0.038247,-0.20262
16484,TP53BP2,-6.2591,-4.8428,0.032789,-0.24415,-2.1008,-0.40283,-0.52379,0.046539,-1.759,-0.36722,0.08117,0.15896
16485,TP53I11,-4.7832,-3.6951,-0.049693,-1.8175,-3.6686,0.43627,0.077329,-0.70907,-3.3405,-0.43184,0.093622,-0.036273
16486,TP53I13,-5.2578,-5.017,-0.65979,0.057221,-0.80041,-0.43563,-0.27622,-0.77726,-0.91528,-0.08999,0.48642,0.42615
16487,TP53I3,-5.8966,-5.9455,-0.043926,0.097276,-0.41151,-0.48638,-0.38123,0.25602,0.061006,-0.17532,0.17698,-0.16271
16488,TP53INP1,-5.3067,-4.807,0.27963,0.62207,-2.462,0.086519,0.60291,-0.66718,-3.7803,-0.12812,0.082175,-0.037443
16489,TP53INP2,-4.5057,-5.1949,-0.33586,-1.1041,-0.23124,-1.0045,-1.1886,-0.47442,-0.66366,-1.0425,-0.21602,0.20255
16490,TP53RK,-3.7654,-3.1721,-0.9423,-1.6705,-3.1466,-1.2134,-1.3518,-0.63244,-3.6413,0.77685,-1.3736,-0.36304
16491,TP53TG3,-6.3109,-5.098,-0.21122,0.43404,-0.072929,-0.42907,-0.19093,-0.38472,-1.0076,0.010369,-0.073098,-0.25714
16492,TP53TG3B,-7.7493,-6.3541,-0.19374,-0.011568,0.48899,-0.26229,0.62185,0.010409,-2.5157,-0.76029,-0.40707,-0.093134
16493,TP53TG3D,-5.1874,-3.7388,-0.43124,-0.16939,-1.5603,-0.14244,0.023864,-2.274,0.29978,-0.44091,0.14649,0.055561
16494,TP53TG5,-4.6111,-3.2436,0.14083,0.23203,0.23743,0.022717,-0.40444,-0.013743,-2.71,-0.094645,0.26711,-0.095261
16495,TP63,-4.537,-5.5663,-0.17272,0.8825,-0.56173,0.10712,-0.55406,-0.75301,-5.0597,-0.47866,-0.21608,-0.096453
16496,TP73,-5.3038,-4.8291,-0.4547,0.44508,-0.69275,-0.24553,0.10053,-0.64371,0.015259,-0.131,-0.24359,-0.099156
16497,TPBG,-4.309,-1.326,-0.61272,0.689,-0.82528,-0.66155,-0.54649,0.37864,-2.88,0.17837,0.052334,0.11806
16498,TPBGL,-4.8183,-2.5036,-0.17792,-0.27005,-1.699,-0.08004,-0.38374,0.060319,-3.6475,-0.54256,-0.050247,-0.074606
16499,TPCN1,-6.2424,-5.9936,-0.17344,0.232,-1.0224,0.3066,0.17085,-0.12758,0.45145,0.43057,0.26397,-0.022885
16500,TPCN2,-5.182,-5.1699,-0.40175,-1.1363,-0.14211,-1.1052,-0.43643,-0.336,-4.7079,-0.28034,0.4049,9.7601e-05
16501,TPD52,-5.7392,-4.7017,-0.0068825,0.038541,-1.111,-0.05272,-0.43736,-0.36315,-2.6969,0.32879,-0.30898,-0.11596
16502,TPD52L1,-4.6026,-3.2613,0.36705,0.2595,-1.034,-0.15259,0.39521,-0.028048,-1.2431,-0.084337,0.32386,0.1744
16503,TPD52L2,-3.816,-4.0898,-0.094671,-0.35257,-0.34682,-0.19567,-0.7006,-2.6785,-3.8401,-0.82648,0.28499,0.43051
16504,TPD52L3,-6.1064,-5.1187,-0.15734,0.66378,-0.10746,0.54827,0.098243,-0.37504,-4.0484,-0.49432,-0.0035231,0.17242
16505,TPGS1,-5.1204,-4.7137,-0.35406,-0.19476,0.85425,-0.11831,-0.15434,0.23286,-0.70004,0.48451,0.47342,0.29671
16506,TPGS2,-5.0529,-3.6403,-0.047781,0.09284,0.10613,-0.27776,-0.26087,0.6759,-3.4836,-0.77104,-0.1595,-0.087051
16507,TPH1,-5.1905,-5.4525,0.10633,0.15457,-0.72286,0.02289,-0.17147,0.085977,-5.578,-0.05809,0.26156,-0.35543
16508,TPH2,-5.5262,-4.9224,0.072788,0.23769,0.38886,0.022894,-0.31761,-0.15453,-2.4637,-0.28895,-0.18411,0.036404
16509,TPI1,-4.4688,-5.8353,-1.2202,-2.4801,-2.0446,-2.0213,-1.4213,-0.70702,-1.1192,1.2925,2.4023,1.1512
16510,TPK1,-5.8724,-5.7121,-0.6325,-0.5468,-2.2061,-0.62942,-0.7284,-0.21221,-4.2244,-0.33895,-0.20328,-0.037467
16511,TPM1,-4.7438,-5.2913,-0.38222,-0.46148,-0.4604,-0.1047,-0.035211,-0.043187,-6.4156,-0.17271,0.29403,0.33509
16512,TPM2,-5.1312,-4.6642,0.18918,-0.50782,-1.4621,-0.060956,0.28517,-0.46215,-4.4976,-0.82063,-0.62934,-0.37277
16513,TPM3,-5.6027,-4.3241,-0.76277,-1.2625,-2.3515,-0.87045,-1.1451,-1.8245,-0.62825,-0.54287,0.39113,0.38296
16514,TPM4,-5.3429,-4.5253,0.025744,-0.15958,-3.3236,-0.23796,-0.47299,-0.22069,-7.1941,0.35061,-0.42086,-0.75616
16515,TPMT,-5.5973,-4.8604,0.14832,0.89179,-0.11116,0.018594,0.30074,-0.29009,0.5225,-0.52916,0.45068,-0.099398
16516,TPO,-4.4806,-2.1525,-0.2155,0.65583,-0.048853,-0.17375,0.18582,0.31198,-0.30874,-0.28237,-0.12534,-0.33044
16517,TPP1,-4.9197,-4.5161,0.048204,0.44683,-3.4072,-0.40584,-0.26545,-0.52643,-0.47254,-0.3587,-0.20281,-0.27173
16518,TPP2,-5.4363,-4.2648,0.39733,-0.66361,0.36802,-0.25181,-0.14357,-0.77305,-0.26635,-0.28832,-0.13088,0.047915
16519,TPPP,-5.7968,-4.3,-0.23,-0.31714,-2.7849,0.092223,-0.52377,-0.89639,-1.8624,-0.16642,0.26156,0.32476
16520,TPPP2,-5.7669,-4.986,-0.57503,-0.38314,0.56128,-0.37459,-0.13534,0.10024,-1.2421,-0.4916,0.018301,0.41022
16521,TPPP3,-3.8478,-4.7619,-0.14555,0.64123,0.06147,-0.48741,-0.53272,-1.2583,-0.012097,-0.31032,0.24091,0.49195
16522,TPR,-4.4161,-4.6034,-1.135,-0.76278,-1.6487,-0.70669,-1.2048,-0.46434,-5.2206,0.13786,0.75639,0.68347
16523,TPRA1,-5.841,-4.5648,-0.12822,-0.32216,0.41682,-0.0006096,0.00025403,-0.25588,-0.45511,-0.88785,-0.10916,0.1661
16524,TPRG1,-4.8872,-4.8831,-0.44544,1.5544,-2.0006,-0.020684,-0.43405,-0.30412,-0.056659,-0.097329,0.13795,-0.11575
16525,TPRG1L,-5.9409,-4.6763,0.34767,-0.97787,-1.4201,-0.80471,-0.37733,-0.36099,-5.15,-0.53124,0.12667,0.2102
16526,TPRKB,-5.3109,-5.6166,-0.18535,-0.066304,-0.80854,-0.15461,-0.080027,-0.51178,0.44133,0.72319,1.1246,0.68989
16527,TPRN,-3.2325,-3.1839,-0.28505,-0.72703,-0.76346,-0.62224,-1.4446,0.61633,-5.5781,0.1046,0.39941,0.011845
16528,TPRX1,-4.7695,-4.6442,0.23752,0.92691,-1.9573,-0.43393,-0.074779,-0.80987,0.35624,-0.30198,0.10553,0.23019
16529,TPSAB1,-5.4607,-5.3712,0.074,0.334,-0.2468,-0.6013,-0.57638,-1.3047,-1.6483,-0.50691,-0.15518,0.43095
16530,TPSD1,-4.5317,-4.6023,-0.4387,0.24847,0.26214,-0.18626,0.80462,-0.088006,0.99259,-0.2028,0.2347,0.31149
16531,TPSG1,-4.4563,-3.2614,-0.37791,-0.39701,-0.35771,-0.012224,-0.64753,-0.90827,0.17637,-0.61015,0.11712,0.17533
16532,TPST1,-4.8354,-3.5753,-0.040988,-0.41626,-0.31168,0.074832,-0.054105,0.24729,-3.2496,-0.16787,0.091913,-1.0078
16533,TPST2,-5.1821,-3.7851,-0.48711,-0.16123,-0.010922,-0.82784,-0.83791,-0.42518,-7.2427,-0.10678,0.12612,0.33344
16534,TPT1,-5.5233,-4.3111,0.99712,-1.3069,-0.84035,-1.048,-1.0792,-1.4932,-3.6411,0.36055,0.87291,-0.58036
16535,TPTE,-4.5902,-3.8035,-0.03153,-0.59558,-0.63537,0.10778,-0.16417,-0.67201,-1.7794,-0.53233,-0.66269,0.10749
16536,TPTE2,-4.2694,-3.3265,-0.55273,-0.66087,1.1413,-0.36896,0.15974,-0.93863,-0.83021,-0.10798,0.030102,-0.26558
16537,TPX2,-4.8191,-4.5805,-0.39955,-0.59444,-3.6562,-1.2398,-1.0478,-0.99328,-5.0416,0.1625,0.20876,-0.58308
16538,TRA2A,-3.6703,-4.929,-1.228,-0.093285,-2.3317,-0.14566,0.1089,-0.66107,-2.8319,-1.1534,0.071217,0.021998
16539,TRA2B,-5.5649,-4.9512,0.21337,-0.12044,-3.4121,-1.0086,-1.0427,-1.4113,-7.0148,-1.3291,0.1654,0.02475
16540,TRABD,-4.4366,-5.1577,-0.40843,0.66364,-0.78186,-0.21555,-0.23522,-0.72093,-1.8875,-0.72273,1.0487,0.96706
16541,TRABD2A,-4.5902,-3.418,-0.16144,0.0010133,-1.0371,-0.28203,-0.65872,-0.42751,-0.5662,-1.0281,0.11169,0.58109
16542,TRABD2B,-4.7512,-3.9507,-0.32962,-0.46814,0.16814,-0.37083,0.57572,0.17025,-8.434,-0.38035,-0.20038,-0.093205
16543,TRADD,-4.5177,-3.8092,-0.39089,0.91162,-0.70286,-0.23478,-0.53959,-0.81013,-1.9641,-0.72846,0.30362,0.0087777
16544,TRAF1,-4.4118,-4.8412,-0.36408,0.35728,-0.51217,-0.47971,-0.4292,0.54701,-6.309,0.080118,-0.23943,-0.051438
16545,TRAF2,-5.4342,-4.2119,-0.35792,0.35507,-3.4498,-0.48321,-1.1993,-0.67688,-7.0547,-3.2298,0.25529,0.072352
16546,TRAF3,-5.274,-4.948,-0.043562,0.072102,-0.60226,-0.0027601,-0.69871,0.23103,-1.932,-0.54877,-0.13657,-0.37962
16547,TRAF3IP1,-7.0043,-5.2341,-0.19356,-0.26902,-0.95142,-0.15175,-0.31553,-0.55187,-1.2512,-0.22046,-0.048545,-0.036647
16548,TRAF3IP2,-4.5754,-4.3646,-0.3991,0.58627,-0.55709,0.37722,-0.1874,-0.32551,-2.6394,0.24531,0.38163,0.38343
16549,TRAF3IP3,-4.5397,-2.6393,-0.92618,0.44802,-1.4687,-0.39455,-0.414,-0.64969,-2.997,-0.97176,-0.21938,-0.033945
16550,TRAF4,-5.1733,-4.3078,-0.19193,-0.78031,-1.8416,-0.42949,-0.19184,0.11785,-0.49185,-0.7991,0.62599,0.55058
16551,TRAF5,-4.4466,-3.1166,-0.035243,-0.49032,-0.84141,-0.079113,-0.30954,0.30086,-1.3568,-0.72301,-0.65606,-0.20436
16552,TRAF6,-5.4983,-5.2953,-0.66228,0.3276,-0.69129,-0.18059,-0.07825,-0.81515,-1.7625,-0.56939,-0.0089221,-0.17314
16553,TRAF7,-4.7534,-4.3281,-0.23375,0.20567,0.68603,-0.32342,-0.24259,-0.43433,1.4572,-0.69173,0.64111,0.42771
16554,TRAFD1,-5.5584,-5.3657,-0.0045457,0.30795,0.0063011,-0.35088,-0.53685,0.65532,-2.7782,0.24282,0.30938,-0.47059
16555,TRAIP,-4.9852,-4.3192,-1.3638,-0.93332,-1.6744,-0.72694,-1.9814,-2.2542,-5.0976,-3.5713,-0.26395,-1.5692
16556,TRAK1,-5.1411,-4.1339,-0.075273,0.82975,0.29268,-0.37309,0.41457,-0.14917,-2.8796,-0.41395,-0.027422,-0.51372
16557,TRAK2,-5.941,-4.0453,-0.27535,0.084,-2.6919,-0.049221,-0.54761,0.16432,0.53321,-0.16124,-0.164,0.0064333
16558,TRAM1,-5.0099,-6.3033,0.16779,0.54191,-0.22129,0.43879,-0.43008,-0.66548,-1.1042,-0.19403,0.032059,0.12085
16559,TRAM1L1,-4.5038,-5.4548,-0.028479,1.1235,-0.25611,0.096639,-0.096185,-0.12432,-3.0714,-0.32378,-0.36771,-0.12594
16560,TRAM2,-4.3887,-5.3645,-0.81708,-0.69147,-0.53419,0.2856,0.11904,-0.96495,-4.137,0.27848,0.46593,0.58535
16561,TRANK1,-4.3892,-3.8436,-0.51776,0.15003,-0.29186,-0.32102,-0.29444,-0.38691,0.61839,-0.40877,0.04594,0.080528
16562,TRAP1,-5.4561,-5.1987,-0.32971,-0.064794,-0.92749,-0.59131,-0.8302,-0.48102,-3.1412,-0.13789,0.26499,0.29396
16563,TRAPPC1,-5.6448,-5.3582,-1.4473,-1.0836,-1.0126,-0.67274,-1.335,-0.7323,4.3608,2.3666,1.4966,1.2277
16564,TRAPPC10,-5.1697,-3.0009,-0.12657,-0.74455,0.040211,-0.051807,-0.96878,-1.7578,-0.10167,0.20542,-0.071519,0.16328
16565,TRAPPC11,-5.4905,-4.1789,-1.3322,-1.4226,-0.23233,-1.4839,-0.77086,-1.803,-3.1042,-1.2709,0.29556,-0.1966
16566,TRAPPC12,-5.1946,-5.0892,-0.45417,0.5913,0.4252,0.3874,-0.11436,-0.68799,-1.6114,0.088644,0.26393,-0.14013
16567,TRAPPC13,-4.8425,-5.1886,-0.26298,-0.074307,-1.9681,0.34885,-0.1564,-0.54075,-2.2849,0.33181,1.5883,1.8048
16568,TRAPPC2,-4.4667,-4.9445,-0.38692,-0.34519,-2.0721,-0.34937,-0.6379,-1.6145,2.211,-0.10548,0.065314,0.32239
16569,TRAPPC2L,-5.5388,-4.7239,-0.11485,0.07297,-0.041145,-0.23349,-0.17274,-0.53481,-5.993,-1.7521,0.90004,0.43587
16570,TRAPPC3,-4.0945,-4.8542,-0.46694,-0.44467,-0.36536,-0.89758,-0.5638,-0.48583,-3.9642,0.9828,0.86079,-0.49468
16571,TRAPPC3L,-4.6095,-5.7343,-0.041377,-0.01027,0.35083,0.078051,0.23025,-0.1472,0.48891,0.21636,0.32699,0.038305
16572,TRAPPC4,-4.4118,-4.5379,-0.76607,-2.2166,-0.10475,-2.0158,-1.4488,-1.2815,-3.6362,-0.80879,0.66814,-0.53316
16573,TRAPPC5,-5.7966,-5.2358,-0.3938,-0.31127,-0.99382,-0.045939,-0.44583,-0.1855,-2.6337,-2.5787,-0.088624,-0.44936
16574,TRAPPC6A,-5.4694,-4.72,0.196,-0.35398,-1.6285,-0.73928,-0.015814,-0.067213,0.054692,-0.45923,0.60945,-0.22624
16575,TRAPPC6B,-5.8071,-4.929,-0.16153,0.14467,0.035508,0.27203,-0.22542,0.15223,-4.0175,0.061672,0.14883,0.17421
16576,TRAPPC8,-5.4131,-5.3973,-0.65142,-1.7997,0.43675,-0.90912,-1.5279,-1.8085,-4.9899,-0.75106,0.78207,0.068558
16577,TRAPPC9,-6.3852,-4.86,0.46504,1.0434,-1.9247,0.0093932,-0.80322,-1.0798,0.97131,-0.74967,-0.018919,-0.63592
16578,TRAT1,-5.0659,-5.7484,-0.12845,-0.5217,-0.5538,-0.046994,-0.12596,0.29454,-1.6084,-0.39885,-0.15116,-0.35352
16579,TRDMT1,-6.019,-4.6219,-0.45143,0.89491,-0.16269,-0.45652,-0.031858,0.081088,-4.3284,-0.64855,-0.31788,9.8875e-05
16580,TRDN,-4.3524,-4.0374,0.16623,-0.39188,0.23175,0.41172,0.19785,-0.92374,-0.3164,-0.56871,-0.25042,-0.10329
16581,TREH,-4.9583,-1.7314,-0.15985,0.4735,-0.19601,0.21718,-0.50042,-0.3106,0.70496,-0.33528,-0.1498,-0.28509
16582,TREM1,-6.1483,-5.9116,-0.18272,0.51963,-0.81038,-0.28646,-0.32529,-0.37355,-0.4782,-0.66946,0.06272,0.25266
16583,TREM2,-5.3254,-4.8928,-0.45149,0.058028,-1.6996,0.2397,-0.29918,0.27398,-1.1507,-0.45994,-0.46474,-0.1082
16584,TREML1,-5.1181,-4.2377,-0.63614,0.46649,0.81471,-0.52724,-0.56626,0.0010686,-1.3204,-0.84872,-0.31134,-0.63206
16585,TREML2,-3.6753,-4.94,-0.029728,0.29454,-0.62295,0.071615,0.21186,0.3481,-4.1945,-0.13026,-0.11696,-0.60004
16586,TREML4,-4.8854,-5.0595,-0.15897,0.38347,0.0015961,0.22155,-0.084599,-0.94833,-0.13365,-0.81259,-0.040954,-0.45069
16587,TRERF1,-4.8578,-3.8436,-0.21842,1.6374,0.38303,-0.27366,0.28576,-0.5484,-2.083,-0.73034,-0.52742,-0.24959
16588,TREX1,-5.5449,-5.2034,0.10081,0.78765,-1.2147,0.082272,-0.053388,-0.72656,-0.68417,-0.81055,-0.090154,-0.12893
16589,TREX2,-4.4325,-4.6072,0.16534,0.1212,-0.11461,-0.47382,-0.61403,-0.55258,-2.0945,-0.26583,-1.2324,-0.18557
16590,TRH,-4.7398,-4.787,-0.087687,-0.52426,-0.30769,-0.020775,-0.70418,-0.9136,-0.42937,-0.36943,0.13118,0.064044
16591,TRHDE,-4.6361,-4.884,-0.17592,0.20654,-0.25865,-0.1092,-0.67685,-0.25109,-5.2595,-1.6406,-0.57222,-0.34477
16592,TRHR,-5.3565,-5.364,-0.10917,0.45572,-0.052334,-0.2752,0.31499,-0.61718,0.60303,0.03604,0.28585,-0.067581
16593,TRIAP1,-5.6764,-5.6369,-0.51562,-1.981,-0.71726,-1.0956,-1.2567,-1.1972,1.0205,-0.18315,2.5041,1.2218
16594,TRIB1,-5.3044,-5.2436,1.5321,0.35473,-0.46454,1.2028,-0.20755,-1.2764,0.51937,-0.35285,-0.89159,-1.0326
